-4.463,-122
-4.437,-121
-4.411,-120
-4.384,-119
-4.357,-118
-4.33,-117
-4.303,-116
-4.276,-115
-4.249,-114
-4.221,-113
-4.194,-112
-4.166,-111
-4.138,-110
-4.11,-109
-4.082,-108
-4.054,-107
-4.025,-106
-3.997,-105
-3.968,-104
-3.939,-103
-3.911,-102
-3.882,-101
-3.852,-100
-3.823,-99
-3.794,-98
-3.764,-97
-3.734,-96
-3.705,-95
-3.675,-94
-3.645,-93
-3.614,-92
-3.584,-91
-3.554,-90
-3.523,-89
-3.492,-88
-3.462,-87
-3.431,-86
-3.4,-85
-3.368,-84
-3.337,-83
-3.306,-82
-3.274,-81
-3.243,-80
-3.211,-79
-3.179,-78
-3.147,-77
-3.115,-76
-3.083,-75
-3.05,-74
-3.018,-73
-2.986,-72
-2.953,-71
-2.92,-70
-2.887,-69
-2.854,-68
-2.821,-67
-2.788,-66
-2.755,-65
-2.721,-64
-2.688,-63
-2.654,-62
-2.62,-61
-2.587,-60
-2.553,-59
-2.519,-58
-2.485,-57
-2.45,-56
-2.416,-55
-2.382,-54
-2.347,-53
-2.312,-52
-2.278,-51
-2.243,-50
-2.208,-49
-2.173,-48
-2.138,-47
-2.103,-46
-2.067,-45
-2.032,-44
-1.996,-43
-1.961,-42
-1.925,-41
-1.889,-40
-1.854,-39
-1.818,-38
-1.782,-37
-1.745,-36
-1.709,-35
-1.673,-34
-1.637,-33
-1.6,-32
-1.564,-31
-1.527,-30
-1.49,-29
-1.453,-28
-1.417,-27
-1.38,-26
-1.343,-25
-1.305,-24
-1.268,-23
-1.231,-22
-1.194,-21
-1.156,-20
-1.119,-19
-1.081,-18
-1.043,-17
-1.006,-16
-0.968,-15
-0.93,-14
-0.892,-13
-0.854,-12
-0.816,-11
-0.778,-10
-0.739,-9
-0.701,-8
-0.663,-7
-0.624,-6
-0.586,-5
-0.547,-4
-0.508,-3
-0.47,-2
-0.431,-1
-0.392,0
-0.353,1
-0.314,2
-0.275,3
-0.236,4
-0.197,5
-0.157,6
-0.118,7
-0.079,8
-0.039,9
0.0,0
0.039,1
0.079,2
0.119,3
0.158,4
0.198,5
0.238,6
0.277,7
0.317,8
0.357,9
0.397,10
0.437,11
0.477,12
0.517,13
0.557,14
0.597,15
0.637,16
0.677,17
0.718,18
0.758,19
0.798,20
0.838,21
0.879,22
0.919,23
0.96,24
1.0,25
1.041,26
1.081,27
1.122,28
1.163,29
1.203,30
1.244,31
1.285,32
1.326,33
1.366,34
1.407,35
1.448,36
1.489,37
1.53,38
1.571,39
1.612,40
1.653,41
1.694,42
1.735,43
1.776,44
1.817,45
1.858,46
1.899,47
1.941,48
1.982,49
2.023,50
2.064,51
2.106,52
2.147,53
2.188,54
2.23,55
2.271,56
2.312,57
2.354,58
2.395,59
2.436,60
2.478,61
2.519,62
2.561,63
2.602,64
2.644,65
2.685,66
2.727,67
2.768,68
2.81,69
2.851,70
2.893,71
2.934,72
2.976,73
3.017,74
3.059,75
3.1,76
3.142,77
3.184,78
3.225,79
3.267,80
3.308,81
3.35,82
3.391,83
3.433,84
3.474,85
3.516,86
3.557,87
3.599,88
3.64,89
3.682,90
3.723,91
3.765,92
3.806,93
3.848,94
3.889,95
3.931,96
3.972,97
4.013,98
4.055,99
4.096,100
4.138,101
4.179,102
4.22,103
4.262,104
4.303,105
4.344,106
4.385,107
4.427,108
4.468,109
4.509,110
4.55,111
4.591,112
4.633,113
4.674,114
4.715,115
4.756,116
4.797,117
4.838,118
4.879,119
4.92,120
4.961,121
5.002,122
5.043,123
5.084,124
5.124,125
5.165,126
5.206,127
5.247,128
5.288,129
5.328,130
5.369,131
5.41,132
5.45,133
5.491,134
5.532,135
5.572,136
5.613,137
5.653,138
5.694,139
5.735,140
5.775,141
5.815,142
5.856,143
5.896,144
5.937,145
5.977,146
6.017,147
6.058,148
6.098,149
6.138,150
6.179,151
6.219,152
6.259,153
6.299,154
6.339,155
6.38,156
6.42,157
6.46,158
6.5,159
6.54,160
6.58,161
6.62,162
6.66,163
6.701,164
6.741,165
6.781,166
6.821,167
6.861,168
6.901,169
6.941,170
6.981,171
7.021,172
7.06,173
7.1,174
7.14,175
7.18,176
7.22,177
7.26,178
7.3,179
7.34,180
7.38,181
7.42,182
7.46,183
7.5,184
7.54,185
7.579,186
7.619,187
7.659,188
7.699,189
7.739,190
7.779,191
7.819,192
7.859,193
7.899,194
7.939,195
7.979,196
8.019,197
8.059,198
8.099,199
8.138,200
8.178,201
8.218,202
8.258,203
8.298,204
8.338,205
8.378,206
8.418,207
8.458,208
8.499,209
8.539,210
8.579,211
8.619,212
8.659,213
8.699,214
8.739,215
8.779,216
8.819,217
8.86,218
8.9,219
8.94,220
8.98,221
9.02,222
9.061,223
9.101,224
9.141,225
9.181,226
9.222,227
9.262,228
9.302,229
9.343,230
9.383,231
9.423,232
9.464,233
9.504,234
9.545,235
9.585,236
9.626,237
9.666,238
9.707,239
9.747,240
9.788,241
9.828,242
9.869,243
9.909,244
9.95,245
9.991,246
10.031,247
10.072,248
10.113,249
33.275,800
33.316,801
33.357,802
33.398,803
33.439,804
33.48,805
33.521,806
33.562,807
33.603,808
33.644,809
33.685,810
33.726,811
33.767,812
33.808,813
33.848,814
33.889,815
33.93,816
33.971,817
34.012,818
34.053,819
34.093,820
34.134,821
34.175,822
34.216,823
34.257,824
34.297,825
34.338,826
34.379,827
34.42,828
34.46,829
34.501,830
34.542,831
34.582,832
34.623,833
34.664,834
34.704,835
34.745,836
34.786,837
34.826,838
34.867,839
34.908,840
34.948,841
34.989,842
35.029,843
35.07,844
35.11,845
35.151,846
35.192,847
35.232,848
35.273,849
35.313,850
35.354,851
35.394,852
35.435,853
35.475,854
35.516,855
35.556,856
35.596,857
35.637,858
35.677,859
35.718,860
35.758,861
35.798,862
35.839,863
35.879,864
35.92,865
35.96,866
36.0,867
36.041,868
36.081,869
36.121,870
36.162,871
36.202,872
36.242,873
36.282,874
36.323,875
36.363,876
36.403,877
36.443,878
36.484,879
36.524,880
36.564,881
36.604,882
36.644,883
36.685,884
36.725,885
36.765,886
36.805,887
36.845,888
36.885,889
36.925,890
36.965,891
37.006,892
37.046,893
37.086,894
37.126,895
37.166,896
37.206,897
37.246,898
37.286,899
37.326,900
37.366,901
37.406,902
37.446,903
37.486,904
37.526,905
37.566,906
37.606,907
37.646,908
37.686,909
37.725,910
37.765,911
37.805,912
37.845,913
37.885,914
37.925,915
37.965,916
38.005,917
38.044,918
38.084,919
38.124,920
38.164,921
38.204,922
38.243,923
38.283,924
38.323,925
38.363,926
38.402,927
38.442,928
38.482,929
38.522,930
38.561,931
38.601,932
38.641,933
38.68,934
38.72,935
38.76,936
38.799,937
38.839,938
38.878,939
38.918,940
38.958,941
38.997,942
39.037,943
39.076,944
39.116,945
39.155,946
39.195,947
39.235,948
39.274,949
39.314,950
39.353,951
39.393,952
39.432,953
39.471,954
39.511,955
39.55,956
39.59,957
39.629,958
39.669,959
39.708,960
39.747,961
39.787,962
39.826,963
39.866,964
39.905,965
39.944,966
39.984,967
40.023,968
40.062,969
40.101,970
40.141,971
40.18,972
40.219,973
40.259,974
40.298,975
40.337,976
40.376,977
40.415,978
40.455,979
40.494,980
40.533,981
40.572,982
40.611,983
40.651,984
40.69,985
40.729,986
40.768,987
40.807,988
40.846,989
40.885,990
40.924,991
40.963,992
41.002,993
41.042,994
41.081,995
41.12,996
41.159,997
41.198,998
41.237,999
41.276,1000
41.315,1001
41.354,1002
41.393,1003
41.431,1004
41.47,1005
41.509,1006
41.548,1007
41.587,1008
41.626,1009
41.665,1010
41.704,1011
41.743,1012
41.781,1013
41.82,1014
41.859,1015
41.898,1016
41.937,1017
41.976,1018
42.014,1019
42.053,1020
42.092,1021
42.131,1022
42.169,1023
42.208,1024
42.247,1025
42.286,1026
42.324,1027
42.363,1028
42.402,1029
42.44,1030
42.479,1031
42.518,1032
42.556,1033
42.595,1034
42.633,1035
42.672,1036
42.711,1037
42.749,1038
42.788,1039
42.826,1040
42.865,1041
42.903,1042
42.942,1043
42.98,1044
43.019,1045
43.057,1046
43.096,1047
43.134,1048
43.173,1049
43.211,1050
43.25,1051
43.288,1052
43.327,1053
43.365,1054
43.403,1055
43.442,1056
43.48,1057
43.518,1058
43.557,1059
43.595,1060
43.633,1061
43.672,1062
43.71,1063
43.748,1064
43.787,1065
43.825,1066
43.863,1067
43.901,1068
43.94,1069
43.978,1070
44.016,1071
44.054,1072
44.092,1073
44.13,1074
44.169,1075
44.207,1076
44.245,1077
44.283,1078
44.321,1079
44.359,1080
44.397,1081
44.435,1082
44.473,1083
44.512,1084
44.55,1085
44.588,1086
44.626,1087
44.664,1088
44.702,1089
44.74,1090
44.778,1091
44.816,1092
44.853,1093
44.891,1094
44.929,1095
44.967,1096
45.005,1097
45.043,1098
45.081,1099
